epoch,iso,raw_dht11
1753724277.0461748,2025-07-28T18:37:57.046182,"0.0,0.0"
1753724277.1461809,2025-07-28T18:37:57.146188,"0.0,0.0"
1753724277.2465143,2025-07-28T18:37:57.246521,"0.0,0.0"
1753724277.3468115,2025-07-28T18:37:57.346818,"0.0,0.0"
1753724277.447053,2025-07-28T18:37:57.447061,"0.0,0.0"
1753724277.5472999,2025-07-28T18:37:57.547307,"0.0,0.0"
1753724277.647834,2025-07-28T18:37:57.647841,"0.0,0.0"
1753724277.747878,2025-07-28T18:37:57.747885,"0.0,0.0"
1753724277.8482013,2025-07-28T18:37:57.848209,"0.0,0.0"
1753724277.9483805,2025-07-28T18:37:57.948388,"0.0,0.0"
1753724278.0486717,2025-07-28T18:37:58.048679,"0.0,0.0"
1753724278.148859,2025-07-28T18:37:58.148866,"0.0,0.0"
1753724278.2491257,2025-07-28T18:37:58.249132,"0.0,0.0"
1753724278.349504,2025-07-28T18:37:58.349511,"0.0,0.0"
