timestamp,dht_C,dht_RH,mlx14_Tamb_C,mlx14_Tobj_C
2025-06-22 18:37:17,24.6,59,25.810000000000002,22.510000000000048
2025-06-22 18:37:18,24.6,59,25.83000000000004,22.470000000000027
2025-06-22 18:37:19,24.5,60,25.810000000000002,22.590000000000032
2025-06-22 18:37:20,24.5,60,25.83000000000004,22.53000000000003
2025-06-22 18:37:21,24.5,60,25.79000000000002,22.370000000000005
2025-06-22 18:37:23,24.5,60,25.810000000000002,22.750000000000057
2025-06-22 18:37:24,24.5,60,25.79000000000002,22.710000000000036
2025-06-22 18:37:25,24.5,60,25.77000000000004,22.750000000000057
2025-06-22 18:37:26,24.5,60,25.77000000000004,22.410000000000025
2025-06-22 18:37:27,24.5,60,25.79000000000002,22.750000000000057
2025-06-22 18:37:28,24.5,60,25.77000000000004,22.250000000000057
2025-06-22 18:37:29,24.5,60,25.750000000000057,22.370000000000005
2025-06-22 18:37:30,24.5,60,25.750000000000057,22.930000000000007
2025-06-22 18:37:31,24.5,60,25.79000000000002,22.57000000000005
2025-06-22 18:37:32,24.5,60,25.77000000000004,23.210000000000036
2025-06-22 18:37:34,24.5,61,25.750000000000057,23.110000000000014
2025-06-22 18:37:36,24.5,61,25.77000000000004,23.53000000000003
2025-06-22 18:37:37,24.5,61,25.750000000000057,23.630000000000052
2025-06-22 18:37:39,24.4,61,25.730000000000018,23.910000000000025
2025-06-22 18:37:40,24.4,61,25.750000000000057,24.150000000000034
2025-06-22 18:37:41,24.4,61,25.750000000000057,24.29000000000002
2025-06-22 18:37:42,24.5,61,25.77000000000004,24.510000000000048
2025-06-22 18:37:43,24.5,61,25.750000000000057,24.630000000000052
2025-06-22 18:37:44,24.5,61,25.750000000000057,24.29000000000002
2025-06-22 18:37:45,24.5,61,25.77000000000004,24.410000000000025
2025-06-22 18:37:46,24.5,61,25.750000000000057,24.53000000000003
2025-06-22 18:37:47,24.5,62,25.77000000000004,25.010000000000048
2025-06-22 18:37:48,24.5,62,25.750000000000057,24.950000000000045
2025-06-22 18:37:49,24.5,62,25.77000000000004,25.610000000000014
2025-06-22 18:37:50,24.5,62,25.750000000000057,25.910000000000025
2025-06-22 18:37:51,24.5,62,25.750000000000057,25.850000000000023
2025-06-22 18:37:52,24.5,62,25.77000000000004,26.370000000000005
2025-06-22 18:37:53,24.5,62,25.750000000000057,26.870000000000005
2025-06-22 18:37:54,24.5,62,25.730000000000018,26.910000000000025
2025-06-22 18:37:55,24.6,62,25.77000000000004,27.53000000000003
2025-06-22 18:37:56,24.6,62,25.77000000000004,27.670000000000016
2025-06-22 18:37:57,24.6,62,25.77000000000004,28.05000000000001
2025-06-22 18:37:58,24.6,62,25.810000000000002,28.53000000000003
2025-06-22 18:37:59,24.6,62,25.79000000000002,28.910000000000025
2025-06-22 18:38:00,24.6,62,25.810000000000002,29.390000000000043
2025-06-22 18:38:02,24.7,62,25.83000000000004,30.390000000000043
2025-06-22 18:38:04,24.7,62,25.83000000000004,31.33000000000004
2025-06-22 18:38:05,24.8,62,25.850000000000023,31.890000000000043
2025-06-22 18:38:07,24.9,63,25.890000000000043,32.83000000000004
2025-06-22 18:38:08,24.9,63,25.890000000000043,33.210000000000036
2025-06-22 18:38:09,24.9,63,25.930000000000007,33.610000000000014
2025-06-22 18:38:10,25.0,63,25.930000000000007,34.170000000000016
2025-06-22 18:38:11,25.0,63,25.950000000000045,34.59000000000003
2025-06-22 18:38:12,25.0,63,25.950000000000045,35.31
2025-06-22 18:38:13,25.1,63,25.970000000000027,35.63000000000005
2025-06-22 18:38:14,25.3,63,25.950000000000045,36.07000000000005
2025-06-22 18:38:15,25.3,63,26.010000000000048,36.690000000000055
2025-06-22 18:38:16,25.3,63,26.010000000000048,37.13000000000005
2025-06-22 18:38:18,25.3,63,26.05000000000001,38.01000000000005
2025-06-22 18:38:19,25.6,64,26.07000000000005,38.450000000000045
2025-06-22 18:38:20,25.6,64,26.110000000000014,38.79000000000002
2025-06-22 18:38:21,25.6,64,26.130000000000052,39.27000000000004
2025-06-22 18:38:22,25.8,64,26.170000000000016,39.83000000000004
2025-06-22 18:38:23,25.8,64,26.170000000000016,40.29000000000002
2025-06-22 18:38:24,25.8,64,26.190000000000055,40.81
2025-06-22 18:38:25,26.0,64,26.190000000000055,41.07000000000005
2025-06-22 18:38:26,26.0,64,26.250000000000057,41.650000000000034
2025-06-22 18:38:27,26.2,64,26.250000000000057,41.81
2025-06-22 18:38:28,26.2,64,26.27000000000004,42.23000000000002
2025-06-22 18:38:29,26.4,64,26.33000000000004,42.910000000000025
2025-06-22 18:38:31,26.8,64,26.370000000000005,43.89000000000004
2025-06-22 18:38:33,26.8,64,26.390000000000043,44.81
2025-06-22 18:38:34,27.0,64,26.450000000000045,45.190000000000055
2025-06-22 18:38:36,27.3,64,26.510000000000048,46.05000000000001
2025-06-22 18:38:37,27.3,64,26.55000000000001,46.25000000000006
2025-06-22 18:38:38,27.3,64,26.57000000000005,46.83000000000004
2025-06-22 18:38:39,27.6,64,26.610000000000014,47.23000000000002
2025-06-22 18:38:40,27.6,64,26.630000000000052,47.55000000000001
2025-06-22 18:38:41,28.0,63,26.650000000000034,48.110000000000014
2025-06-22 18:38:42,28.0,63,26.650000000000034,48.31
2025-06-22 18:38:43,28.0,63,26.690000000000055,48.77000000000004
2025-06-22 18:38:44,28.2,63,26.730000000000018,49.410000000000025
2025-06-22 18:38:45,28.2,63,26.810000000000002,49.55000000000001
2025-06-22 18:38:46,28.2,63,26.810000000000002,49.93000000000001
