timestamp,dht_C,dht_RH,mlx14_Tamb_C,mlx14_Tobj_C
2025-06-22 18:55:52,24.3,42,24.83000000000004,24.690000000000055
2025-06-22 18:55:53,24.3,42,24.810000000000002,24.83000000000004
2025-06-22 18:55:54,24.1,45,24.810000000000002,24.77000000000004
2025-06-22 18:55:55,24.1,45,24.83000000000004,24.930000000000007
2025-06-22 18:55:56,24.1,45,24.850000000000023,24.950000000000045
2025-06-22 18:55:57,24.1,45,24.810000000000002,24.950000000000045
2025-06-22 18:55:58,24.1,45,24.810000000000002,24.99000000000001
2025-06-22 18:55:59,24.1,45,24.850000000000023,25.350000000000023
2025-06-22 18:56:00,24.1,45,24.83000000000004,25.29000000000002
2025-06-22 18:56:01,24.1,45,24.83000000000004,25.590000000000032
2025-06-22 18:56:02,24.1,46,24.83000000000004,25.930000000000007
2025-06-22 18:56:03,24.1,46,24.83000000000004,26.170000000000016
2025-06-22 18:56:04,24.1,46,24.870000000000005,26.49000000000001
2025-06-22 18:56:05,24.1,46,24.850000000000023,26.77000000000004
2025-06-22 18:56:06,24.1,46,24.850000000000023,26.910000000000025
2025-06-22 18:56:07,24.1,46,24.850000000000023,27.630000000000052
2025-06-22 18:56:08,24.1,46,24.850000000000023,27.370000000000005
2025-06-22 18:56:09,24.1,46,24.870000000000005,28.390000000000043
2025-06-22 18:56:10,24.1,46,24.850000000000023,28.310000000000002
2025-06-22 18:56:11,24.1,46,24.870000000000005,28.650000000000034
2025-06-22 18:56:12,24.1,46,24.910000000000025,29.630000000000052
2025-06-22 18:56:14,24.2,46,24.890000000000043,30.650000000000034
2025-06-22 18:56:16,24.2,46,24.910000000000025,31.57000000000005
2025-06-22 18:56:17,24.2,46,24.910000000000025,32.39000000000004
2025-06-22 18:56:18,24.2,46,24.910000000000025,32.690000000000055
2025-06-22 18:56:19,24.2,46,25.010000000000048,33.35000000000002
2025-06-22 18:56:20,24.2,46,24.970000000000027,33.39000000000004
2025-06-22 18:56:21,24.2,46,24.970000000000027,34.83000000000004
2025-06-22 18:56:22,24.3,46,25.03000000000003,34.690000000000055
2025-06-22 18:56:23,24.3,46,25.05000000000001,35.77000000000004
2025-06-22 18:56:24,24.3,46,25.05000000000001,36.39000000000004
2025-06-22 18:56:25,24.3,46,25.07000000000005,36.57000000000005
2025-06-22 18:56:26,24.3,46,25.090000000000032,37.35000000000002
2025-06-22 18:56:27,24.5,46,25.090000000000032,37.79000000000002
2025-06-22 18:56:28,24.5,46,25.130000000000052,38.450000000000045
2025-06-22 18:56:29,24.5,46,25.170000000000016,38.85000000000002
2025-06-22 18:56:30,24.6,46,25.170000000000016,39.59000000000003
2025-06-22 18:56:31,24.6,46,25.170000000000016,40.01000000000005
2025-06-22 18:56:32,24.6,46,25.230000000000018,40.25000000000006
2025-06-22 18:56:33,24.7,46,25.250000000000057,41.01000000000005
2025-06-22 18:56:34,24.7,46,25.27000000000004,41.31
2025-06-22 18:56:35,24.7,46,25.29000000000002,41.83000000000004
2025-06-22 18:56:36,24.9,46,25.33000000000004,42.410000000000025
2025-06-22 18:56:37,24.9,46,25.33000000000004,42.53000000000003
2025-06-22 18:56:38,25.0,46,25.370000000000005,43.190000000000055
2025-06-22 18:56:39,25.0,46,25.390000000000043,43.370000000000005
2025-06-22 18:56:40,25.0,46,25.450000000000045,43.77000000000004
2025-06-22 18:56:42,25.2,46,25.55000000000001,44.910000000000025
2025-06-22 18:56:44,25.2,46,25.590000000000032,45.85000000000002
2025-06-22 18:56:45,25.6,46,25.610000000000014,46.23000000000002
2025-06-22 18:56:46,25.6,46,25.630000000000052,46.59000000000003
2025-06-22 18:56:47,25.6,46,25.670000000000016,46.950000000000045
2025-06-22 18:56:48,25.8,46,25.690000000000055,47.150000000000034
2025-06-22 18:56:49,25.8,46,25.730000000000018,47.55000000000001
2025-06-22 18:56:50,26.0,46,25.77000000000004,47.89000000000004
2025-06-22 18:56:51,26.0,46,25.79000000000002,48.03000000000003
2025-06-22 18:56:52,26.0,46,25.850000000000023,48.47000000000003
2025-06-22 18:56:53,26.3,46,25.850000000000023,48.59000000000003
2025-06-22 18:56:54,26.5,46,25.910000000000025,48.97000000000003
2025-06-22 18:56:55,26.5,46,25.950000000000045,49.410000000000025
2025-06-22 18:56:56,26.5,46,25.950000000000045,49.670000000000016
2025-06-22 18:56:57,26.7,45,25.99000000000001,49.79000000000002
2025-06-22 18:56:58,26.7,45,26.03000000000003,50.25000000000006
2025-06-22 18:56:59,26.7,45,26.110000000000014,50.33000000000004
2025-06-22 18:57:01,26.7,45,26.150000000000034,51.31
2025-06-22 18:57:02,26.7,45,26.210000000000036,51.53000000000003
2025-06-22 18:57:03,27.3,45,26.230000000000018,52.13000000000005
2025-06-22 18:57:04,27.3,45,26.27000000000004,52.33000000000004
2025-06-22 18:57:05,27.3,45,26.33000000000004,52.57000000000005
