timestamp,pressure,temperature
2025-08-06 23:49:00.431,2.5,85.0
2025-08-06 23:49:00.519,3.72,85.0
2025-08-06 23:49:00.608,3.42,85.0
2025-08-06 23:49:00.696,3.66,85.0
2025-08-06 23:49:00.785,3.42,85.0
2025-08-06 23:49:00.875,3.66,85.0
2025-08-06 23:49:00.964,3.72,85.0
2025-08-06 23:49:01.052,3.72,85.0
2025-08-06 23:49:01.145,2.2,85.0
2025-08-06 23:49:01.233,3.42,85.0
2025-08-06 23:49:01.323,3.42,85.0
2025-08-06 23:49:01.412,3.72,85.0
2025-08-06 23:49:01.500,3.42,85.0
2025-08-06 23:49:01.590,2.62,85.0
2025-08-06 23:49:01.679,3.42,85.0
2025-08-06 23:49:01.768,3.42,85.0
2025-08-06 23:49:01.858,3.42,85.0
2025-08-06 23:49:01.947,3.42,85.0
2025-08-06 23:49:02.036,2.99,85.0
2025-08-06 23:49:02.125,3.42,85.0
2025-08-06 23:49:02.218,3.42,85.0
2025-08-06 23:49:02.309,3.11,85.0
2025-08-06 23:49:02.397,3.42,85.0
2025-08-06 23:49:02.485,2.2,85.0
2025-08-06 23:49:02.574,3.72,85.0
2025-08-06 23:49:02.662,3.42,85.0
2025-08-06 23:49:02.751,2.62,85.0
2025-08-06 23:49:02.840,3.42,85.0
2025-08-06 23:49:02.928,3.42,85.0
2025-08-06 23:49:03.017,3.72,85.0
2025-08-06 23:49:03.107,3.42,85.0
2025-08-06 23:49:03.197,3.66,85.0
2025-08-06 23:49:03.287,3.72,85.0
2025-08-06 23:49:03.376,3.42,85.0
2025-08-06 23:49:03.464,3.42,85.0
2025-08-06 23:49:03.552,3.42,85.0
2025-08-06 23:49:03.642,3.66,85.0
2025-08-06 23:49:03.731,3.72,85.0
2025-08-06 23:49:03.819,3.42,85.0
2025-08-06 23:49:03.908,3.66,85.0
2025-08-06 23:49:03.996,3.42,85.0
2025-08-06 23:49:04.084,1.34,85.0
2025-08-06 23:49:04.172,3.72,85.0
2025-08-06 23:49:04.261,3.42,85.0
2025-08-06 23:49:04.349,3.11,85.0
2025-08-06 23:49:04.438,3.42,85.0
2025-08-06 23:49:04.527,2.5,85.0
2025-08-06 23:49:04.615,3.72,85.0
2025-08-06 23:49:04.705,3.42,85.0
2025-08-06 23:49:04.794,2.2,85.0
2025-08-06 23:49:04.882,3.42,85.0
2025-08-06 23:49:04.971,2.32,85.0
2025-08-06 23:49:05.060,3.72,85.0
2025-08-06 23:49:05.148,3.42,85.0
2025-08-06 23:49:05.236,2.32,85.0
2025-08-06 23:49:05.324,3.72,85.0
2025-08-06 23:49:05.414,3.42,85.0
2025-08-06 23:49:05.502,3.42,85.0
2025-08-06 23:49:05.592,3.42,85.0
2025-08-06 23:49:05.680,2.2,85.0
2025-08-06 23:49:05.768,3.42,85.0
2025-08-06 23:49:07.036,3.42,85.0
2025-08-06 23:49:07.127,3.66,85.0
2025-08-06 23:49:07.215,3.42,85.0
2025-08-06 23:49:07.303,2.99,85.0
2025-08-06 23:49:07.391,3.42,85.0
2025-08-06 23:49:07.480,3.42,85.0
2025-08-06 23:49:07.568,2.62,85.0
2025-08-06 23:49:07.656,3.42,85.0
2025-08-06 23:49:07.746,2.5,85.0
2025-08-06 23:49:07.834,3.72,85.0
2025-08-06 23:49:07.922,3.42,85.0
2025-08-06 23:49:08.010,3.11,85.0
2025-08-06 23:49:08.098,3.42,85.0
2025-08-06 23:49:08.187,2.2,85.0
2025-08-06 23:49:08.276,3.72,85.0
2025-08-06 23:49:08.364,3.42,85.0
2025-08-06 23:49:08.452,3.11,85.0
2025-08-06 23:49:08.541,3.42,85.0
2025-08-06 23:49:08.629,3.72,85.0
2025-08-06 23:49:08.717,3.72,85.0
2025-08-06 23:49:08.806,3.42,85.0
2025-08-06 23:49:08.894,3.66,85.0
2025-08-06 23:49:08.983,3.72,85.0
2025-08-06 23:49:09.071,3.42,85.0
2025-08-06 23:49:09.160,3.72,85.0
2025-08-06 23:49:09.250,3.42,85.0
2025-08-06 23:49:09.339,2.5,85.0
2025-08-06 23:49:09.427,3.72,85.0
2025-08-06 23:49:09.515,3.72,85.0
2025-08-06 23:49:09.603,3.42,85.0
2025-08-06 23:49:09.692,3.42,85.0
2025-08-06 23:49:09.781,2.32,85.0
2025-08-06 23:49:09.871,3.72,85.0
2025-08-06 23:49:09.963,3.42,85.0
2025-08-06 23:49:10.054,2.5,85.0
2025-08-06 23:49:10.143,3.42,85.0
2025-08-06 23:49:10.232,1.34,85.0
2025-08-06 23:49:10.321,3.42,85.0
2025-08-06 23:49:10.410,3.42,85.0
2025-08-06 23:49:10.499,2.32,85.0
2025-08-06 23:49:10.587,3.72,85.0
2025-08-06 23:49:10.676,3.72,85.0
2025-08-06 23:49:10.766,3.72,85.0
2025-08-06 23:49:10.854,3.42,85.0
2025-08-06 23:49:10.944,2.69,85.0
2025-08-06 23:49:11.034,3.72,85.0
2025-08-06 23:49:11.122,3.42,85.0
2025-08-06 23:49:11.211,3.72,85.0
2025-08-06 23:49:11.299,3.42,85.0
2025-08-06 23:49:11.389,1.34,85.0
2025-08-06 23:49:11.479,3.72,85.0
2025-08-06 23:49:11.568,3.42,85.0
2025-08-06 23:49:11.656,0.79,85.0
2025-08-06 23:49:11.747,3.42,85.0
2025-08-06 23:49:11.836,2.5,85.0
2025-08-06 23:49:11.924,3.42,85.0
2025-08-06 23:49:12.013,3.42,85.0
2025-08-06 23:49:12.102,3.66,85.0
2025-08-06 23:49:12.191,3.42,85.0
2025-08-06 23:49:12.280,1.34,85.0
2025-08-06 23:49:12.368,3.72,85.0
2025-08-06 23:49:12.457,3.42,85.0
2025-08-06 23:49:12.546,1.34,85.0
2025-08-06 23:49:12.634,3.72,85.0
2025-08-06 23:49:12.722,3.42,85.0
2025-08-06 23:49:12.811,3.72,85.0
2025-08-06 23:49:12.899,3.42,85.0
2025-08-06 23:49:12.987,3.11,85.0
2025-08-06 23:49:13.075,3.72,85.0
2025-08-06 23:49:13.164,3.42,85.0
2025-08-06 23:49:13.253,3.72,85.0
2025-08-06 23:49:13.341,3.42,85.0
2025-08-06 23:49:13.429,2.5,85.0
2025-08-06 23:49:13.518,3.72,85.0
2025-08-06 23:49:13.608,3.42,85.0
2025-08-06 23:49:13.696,3.72,85.0
2025-08-06 23:49:13.784,3.42,85.0
2025-08-06 23:49:13.872,3.11,85.0
2025-08-06 23:49:13.961,3.72,85.0
2025-08-06 23:49:14.049,3.42,85.0
2025-08-06 23:49:14.137,3.72,85.0
2025-08-06 23:49:14.225,3.42,85.0
2025-08-06 23:49:14.313,3.66,85.0
2025-08-06 23:49:14.402,3.72,85.0
2025-08-06 23:49:14.492,3.42,85.0
2025-08-06 23:49:14.580,3.42,85.0
2025-08-06 23:49:14.668,3.42,85.0
2025-08-06 23:49:14.756,2.62,85.0
2025-08-06 23:49:14.844,3.42,85.0
2025-08-06 23:49:14.932,3.42,85.0
2025-08-06 23:49:15.020,3.72,85.0
2025-08-06 23:49:15.108,3.42,85.0
2025-08-06 23:49:15.196,2.5,85.0
2025-08-06 23:49:15.284,3.72,85.0
2025-08-06 23:49:15.372,3.72,85.0
2025-08-06 23:49:15.461,0.18,85.0
2025-08-06 23:49:15.551,3.42,85.0
2025-08-06 23:49:15.640,1.34,85.0
2025-08-06 23:49:15.728,3.72,85.0
2025-08-06 23:49:15.816,3.42,85.0
2025-08-06 23:49:15.904,2.32,85.0
2025-08-06 23:49:15.992,3.42,85.0
2025-08-06 23:49:16.081,1.53,85.0
2025-08-06 23:49:16.169,3.72,85.0
2025-08-06 23:49:16.258,3.42,85.0
2025-08-06 23:49:16.347,3.66,85.0
2025-08-06 23:49:16.437,3.42,85.0
2025-08-06 23:49:16.526,3.42,85.0
2025-08-06 23:49:16.615,3.72,85.0
2025-08-06 23:49:16.703,3.42,85.0
2025-08-06 23:49:16.792,1.34,85.0
2025-08-06 23:49:16.881,3.72,85.0
2025-08-06 23:49:16.972,3.42,85.0
2025-08-06 23:49:17.061,3.42,85.0
2025-08-06 23:49:17.151,3.42,85.0
2025-08-06 23:49:17.243,3.11,85.0
2025-08-06 23:49:17.332,3.42,85.0
2025-08-06 23:49:17.421,3.42,85.0
2025-08-06 23:49:17.511,3.11,85.0
2025-08-06 23:49:17.600,3.42,85.0
2025-08-06 23:49:17.689,2.5,85.0
2025-08-06 23:49:17.779,3.72,85.0
2025-08-06 23:49:17.869,3.42,85.0
2025-08-06 23:49:17.959,3.11,85.0
2025-08-06 23:49:18.048,3.42,85.0
2025-08-06 23:49:18.138,3.42,85.0
2025-08-06 23:49:18.227,3.42,85.0
2025-08-06 23:49:18.318,3.42,85.0
2025-08-06 23:49:18.408,3.66,85.0
2025-08-06 23:49:18.497,3.72,85.0
2025-08-06 23:49:18.586,3.42,85.0
2025-08-06 23:49:18.677,3.72,85.0
2025-08-06 23:49:18.765,3.42,85.0
2025-08-06 23:49:18.854,3.11,85.0
2025-08-06 23:49:18.943,3.72,85.0
2025-08-06 23:49:19.031,3.42,85.0
2025-08-06 23:49:19.120,2.5,85.0
2025-08-06 23:49:19.208,3.42,85.0
2025-08-06 23:49:19.296,1.34,85.0
2025-08-06 23:49:19.384,3.72,85.0
2025-08-06 23:49:19.472,3.42,85.0
2025-08-06 23:49:19.561,2.32,85.0
2025-08-06 23:49:19.650,3.42,85.0
2025-08-06 23:49:19.738,2.32,85.0
2025-08-06 23:49:19.826,3.42,85.0
2025-08-06 23:49:19.914,3.42,85.0
2025-08-06 23:49:20.003,2.32,85.0
2025-08-06 23:49:20.091,3.42,85.0
2025-08-06 23:49:20.180,3.42,85.0
2025-08-06 23:49:20.269,3.72,85.0
2025-08-06 23:49:20.357,3.42,85.0
2025-08-06 23:49:20.445,3.11,85.0
2025-08-06 23:49:20.534,3.42,85.0
2025-08-06 23:49:20.622,3.42,85.0
2025-08-06 23:49:20.711,3.72,85.0
2025-08-06 23:49:20.800,3.42,85.0
2025-08-06 23:49:20.888,3.66,85.0
2025-08-06 23:49:20.976,3.42,85.0
2025-08-06 23:49:21.064,3.42,85.0
2025-08-06 23:49:21.156,3.42,85.0
2025-08-06 23:49:21.245,3.42,85.0
2025-08-06 23:49:21.334,1.53,85.0
2025-08-06 23:49:21.423,3.72,85.0
2025-08-06 23:49:21.512,3.42,85.0
2025-08-06 23:49:21.601,3.72,85.0
2025-08-06 23:49:21.690,3.42,85.0
2025-08-06 23:49:21.779,2.5,85.0
2025-08-06 23:49:21.867,3.72,85.0
2025-08-06 23:49:21.955,3.42,85.0
2025-08-06 23:49:22.044,3.11,85.0
2025-08-06 23:49:22.132,3.42,85.0
2025-08-06 23:49:22.221,2.5,85.0
2025-08-06 23:49:22.309,3.72,85.0
2025-08-06 23:49:22.398,3.42,85.0
2025-08-06 23:49:22.486,2.5,85.0
2025-08-06 23:49:22.574,3.42,85.0
2025-08-06 23:49:22.662,3.11,85.0
2025-08-06 23:49:22.750,3.72,85.0
2025-08-06 23:49:22.839,3.42,85.0
2025-08-06 23:49:22.928,3.11,85.0
2025-08-06 23:49:23.016,3.42,85.0
2025-08-06 23:49:23.104,3.72,85.0
2025-08-06 23:49:23.193,3.72,85.0
2025-08-06 23:49:23.281,3.42,85.0
2025-08-06 23:49:23.369,3.11,85.0
2025-08-06 23:49:23.460,3.72,85.0
2025-08-06 23:49:23.548,3.42,85.0
2025-08-06 23:49:23.636,3.72,85.0
2025-08-06 23:49:23.725,3.42,85.0
2025-08-06 23:49:23.815,3.66,85.0
2025-08-06 23:49:23.905,3.72,85.0
2025-08-06 23:49:23.994,3.42,85.0
2025-08-06 23:49:24.085,3.42,85.0
2025-08-06 23:49:24.174,3.42,85.0
2025-08-06 23:49:24.265,2.5,85.0
2025-08-06 23:49:24.356,3.72,85.0
2025-08-06 23:49:24.445,3.42,85.0
2025-08-06 23:49:24.535,3.11,85.0
2025-08-06 23:49:24.626,3.42,85.0
2025-08-06 23:49:24.716,3.42,85.0
2025-08-06 23:49:24.806,3.72,85.0
2025-08-06 23:49:24.895,3.42,85.0
2025-08-06 23:49:24.985,3.66,85.0
2025-08-06 23:49:25.074,3.42,85.0
2025-08-06 23:49:25.164,3.42,85.0
2025-08-06 23:49:25.253,3.42,85.0
2025-08-06 23:49:25.342,3.72,85.0
2025-08-06 23:49:25.434,2.32,85.0
2025-08-06 23:49:25.523,3.72,85.0
2025-08-06 23:49:25.613,3.42,85.0
2025-08-06 23:49:25.705,2.32,85.0
2025-08-06 23:49:25.795,3.72,85.0
2025-08-06 23:49:25.888,3.42,85.0
2025-08-06 23:49:25.976,3.72,85.0
2025-08-06 23:49:26.065,3.42,85.0
2025-08-06 23:49:26.153,1.34,85.0
2025-08-06 23:49:26.243,3.72,85.0
2025-08-06 23:49:26.331,3.42,85.0
2025-08-06 23:49:26.420,3.42,85.0
2025-08-06 23:49:26.507,3.42,85.0
2025-08-06 23:49:26.596,2.99,85.0
2025-08-06 23:49:26.687,3.42,85.0
2025-08-06 23:49:26.776,3.42,85.0
2025-08-06 23:49:26.864,3.72,85.0
2025-08-06 23:55:23.954,0.79,85.0
2025-08-06 23:55:24.049,3.72,85.0
2025-08-06 23:55:24.138,2.99,85.0
2025-08-06 23:55:24.226,3.72,85.0
2025-08-06 23:55:24.315,0.85,85.0
2025-08-06 23:55:24.404,0.79,85.0
2025-08-06 23:55:24.494,3.72,85.0
2025-08-06 23:55:24.583,3.17,85.0
2025-08-06 23:55:24.671,0.79,85.0
2025-08-06 23:55:24.760,3.72,85.0
2025-08-06 23:55:24.852,0.79,85.0
2025-08-06 23:55:24.941,3.72,85.0
2025-08-06 23:55:25.029,3.17,85.0
2025-08-06 23:55:25.117,0.79,85.0
2025-08-06 23:55:25.206,3.72,85.0
2025-08-06 23:55:25.295,0.79,85.0
2025-08-06 23:55:25.384,3.72,85.0
2025-08-06 23:55:25.472,0.85,85.0
2025-08-06 23:55:25.562,0.79,85.0
2025-08-06 23:55:25.652,3.72,85.0
2025-08-06 23:55:25.740,0.79,85.0
2025-08-06 23:55:25.829,3.72,85.0
2025-08-06 23:55:25.917,2.99,85.0
2025-08-06 23:55:26.006,0.79,85.0
2025-08-06 23:55:26.094,3.72,85.0
2025-08-06 23:55:26.182,2.99,85.0
2025-08-06 23:55:26.271,3.72,85.0
2025-08-06 23:55:26.359,3.17,85.0
2025-08-06 23:55:26.448,0.79,85.0
2025-08-06 23:55:26.537,3.72,85.0
2025-08-06 23:55:26.625,2.01,85.0
2025-08-06 23:55:26.714,3.72,85.0
2025-08-06 23:55:26.802,3.17,85.0
2025-08-06 23:55:26.891,0.79,85.0
2025-08-06 23:55:26.980,3.72,85.0
2025-08-06 23:55:27.069,2.01,85.0
2025-08-06 23:55:27.158,0.79,85.0
2025-08-06 23:55:27.247,3.72,85.0
2025-08-06 23:55:27.335,3.72,85.0
2025-08-06 23:55:27.424,3.72,85.0
2025-08-06 23:55:27.512,3.17,85.0
2025-08-06 23:55:27.601,0.79,85.0
2025-08-06 23:55:27.691,3.72,85.0
2025-08-06 23:55:27.781,0.79,85.0
2025-08-06 23:55:27.869,3.72,85.0
2025-08-06 23:55:27.958,3.11,85.0
2025-08-06 23:55:28.046,0.79,85.0
2025-08-06 23:55:28.134,3.72,85.0
2025-08-06 23:55:28.223,3.72,85.0
2025-08-06 23:55:28.312,0.79,85.0
2025-08-06 23:55:28.496,2.2,85.0
2025-08-06 23:55:28.584,3.72,85.0
2025-08-06 23:55:28.672,1.71,85.0
2025-08-06 23:55:28.764,3.72,85.0
2025-08-06 23:55:28.854,3.72,85.0
2025-08-06 23:55:28.942,0.79,85.0
2025-08-06 23:55:29.030,3.72,85.0
2025-08-06 23:55:29.119,3.11,85.0
2025-08-06 23:55:29.207,0.79,85.0
2025-08-06 23:55:29.296,3.72,85.0
2025-08-06 23:55:29.385,0.79,85.0
2025-08-06 23:55:29.474,0.79,85.0
2025-08-06 23:55:29.563,2.32,85.0
2025-08-06 23:55:29.651,0.49,85.0
2025-08-06 23:55:29.740,0.79,85.0
2025-08-06 23:55:29.828,0.49,85.0
2025-08-06 23:55:29.918,3.72,85.0
2025-08-06 23:55:30.009,2.14,85.0
2025-08-06 23:55:30.097,0.79,85.0
2025-08-06 23:55:30.185,3.72,85.0
2025-08-06 23:55:30.274,2.32,85.0
2025-08-06 23:55:30.362,3.72,85.0
2025-08-06 23:55:30.450,2.14,85.0
2025-08-06 23:55:30.538,0.79,85.0
2025-08-06 23:55:30.627,0.79,85.0
2025-08-06 23:55:30.716,2.32,85.0
2025-08-06 23:55:30.807,3.72,85.0
2025-08-06 23:55:30.897,3.11,85.0
2025-08-06 23:55:30.986,0.79,85.0
2025-08-06 23:55:31.074,3.72,85.0
2025-08-06 23:55:31.163,2.2,85.0
2025-08-06 23:55:31.251,0.79,85.0
2025-08-06 23:55:31.341,3.72,85.0
2025-08-06 23:55:31.429,3.72,85.0
2025-08-06 23:55:31.519,3.72,85.0
2025-08-06 23:55:31.608,3.11,85.0
2025-08-06 23:55:31.696,0.79,85.0
2025-08-06 23:55:31.785,3.72,85.0
2025-08-06 23:55:31.873,0.79,85.0
2025-08-06 23:55:31.962,0.79,85.0
2025-08-06 23:55:32.051,3.3,85.0
2025-08-06 23:55:32.140,0.79,85.0
2025-08-06 23:55:33.236,3.17,85.0
2025-08-06 23:55:33.325,0.79,85.0
2025-08-06 23:55:33.413,3.72,85.0
2025-08-06 23:55:33.501,2.01,85.0
2025-08-06 23:55:33.590,3.72,85.0
2025-08-06 23:55:33.678,3.72,85.0
2025-08-06 23:55:33.768,0.79,85.0
2025-08-06 23:55:33.856,3.72,85.0
2025-08-06 23:55:33.944,2.14,85.0
2025-08-06 23:55:34.033,0.49,85.0
2025-08-06 23:55:34.122,3.72,85.0
2025-08-06 23:55:34.211,3.72,85.0
2025-08-06 23:55:34.299,3.72,85.0
2025-08-06 23:55:34.387,2.01,85.0
2025-08-06 23:55:34.475,0.79,85.0
2025-08-06 23:55:34.564,3.72,85.0
2025-08-06 23:55:34.652,0.79,85.0
2025-08-06 23:55:34.741,3.72,85.0
2025-08-06 23:55:34.830,3.17,85.0
2025-08-06 23:55:34.918,3.72,85.0
2025-08-06 23:55:35.008,0.79,85.0
2025-08-06 23:55:35.096,0.79,85.0
2025-08-06 23:55:35.184,3.72,85.0
2025-08-06 23:55:35.273,3.17,85.0
2025-08-06 23:55:35.361,0.79,85.0
2025-08-06 23:55:35.450,3.72,85.0
2025-08-06 23:55:35.541,2.01,85.0
2025-08-06 23:55:35.630,0.79,85.0
2025-08-06 23:55:35.718,2.01,85.0
2025-08-06 23:55:35.807,0.79,85.0
2025-08-06 23:55:35.896,3.72,85.0
2025-08-06 23:55:35.985,3.17,85.0
2025-08-06 23:55:36.075,0.79,85.0
2025-08-06 23:55:36.164,3.72,85.0
2025-08-06 23:55:36.254,3.72,85.0
2025-08-06 23:55:36.345,3.72,85.0
2025-08-06 23:55:36.434,3.17,85.0
2025-08-06 23:55:36.523,3.72,85.0
2025-08-06 23:55:36.614,0.79,85.0
2025-08-06 23:55:36.704,3.72,85.0
2025-08-06 23:55:36.795,3.72,85.0
2025-08-06 23:55:36.884,3.17,85.0
2025-08-06 23:55:36.974,0.79,85.0
2025-08-06 23:55:37.065,0.79,85.0
2025-08-06 23:55:37.157,2.01,85.0
2025-08-06 23:55:37.246,3.72,85.0
2025-08-06 23:55:37.335,3.72,85.0
2025-08-06 23:55:37.424,3.72,85.0
2025-08-06 23:55:37.513,3.72,85.0
2025-08-06 23:55:37.601,3.17,85.0
2025-08-06 23:55:37.689,3.72,85.0
2025-08-06 23:55:37.777,3.72,85.0
2025-08-06 23:55:37.865,3.72,85.0
2025-08-06 23:55:37.954,3.72,85.0
2025-08-06 23:55:38.043,2.2,85.0
2025-08-06 23:55:38.131,3.72,85.0
2025-08-06 23:55:38.219,3.72,85.0
2025-08-06 23:55:38.308,0.79,85.0
2025-08-06 23:55:38.396,3.72,85.0
2025-08-06 23:55:38.486,2.2,85.0
2025-08-06 23:55:38.574,3.72,85.0
2025-08-06 23:55:38.662,0.79,85.0
2025-08-06 23:55:38.750,0.79,85.0
2025-08-06 23:55:38.838,3.72,85.0
2025-08-06 23:55:38.927,2.2,85.0
2025-08-06 23:55:39.016,0.79,85.0
2025-08-06 23:55:39.104,3.72,85.0
2025-08-06 23:55:39.192,0.79,85.0
2025-08-06 23:55:39.280,3.72,85.0
2025-08-06 23:55:39.368,2.32,85.0
2025-08-06 23:55:39.456,0.49,85.0
2025-08-06 23:55:39.545,3.72,85.0
2025-08-06 23:55:39.633,3.3,85.0
2025-08-06 23:55:39.723,3.72,85.0
2025-08-06 23:55:39.811,1.71,85.0
2025-08-06 23:55:39.900,0.49,85.0
2025-08-06 23:55:39.989,3.72,85.0
2025-08-06 23:55:40.078,2.32,85.0
2025-08-06 23:55:40.166,0.79,85.0
2025-08-06 23:55:40.254,2.2,85.0
2025-08-06 23:55:40.342,0.79,85.0
2025-08-06 23:55:40.430,3.72,85.0
2025-08-06 23:55:40.518,2.01,85.0
2025-08-06 23:55:40.606,3.72,85.0
2025-08-06 23:55:40.694,2.2,85.0
2025-08-06 23:55:40.784,0.79,85.0
2025-08-06 23:55:40.872,3.72,85.0
2025-08-06 23:55:40.960,3.17,85.0
2025-08-06 23:55:41.048,0.79,85.0
2025-08-06 23:55:41.136,3.72,85.0
2025-08-06 23:55:41.225,0.79,85.0
2025-08-06 23:55:41.314,3.72,85.0
2025-08-06 23:55:41.401,2.01,85.0
2025-08-06 23:55:41.490,3.72,85.0
2025-08-06 23:55:41.577,3.72,85.0
2025-08-06 23:55:41.666,0.49,85.0
2025-08-06 23:55:41.754,3.72,85.0
2025-08-06 23:55:41.878,2.01,85.0
2025-08-06 23:55:41.967,0.79,85.0
2025-08-06 23:55:42.055,3.72,85.0
2025-08-06 23:55:42.143,2.32,85.0
2025-08-06 23:55:42.232,0.49,85.0
2025-08-06 23:55:42.321,0.79,85.0
2025-08-06 23:55:42.409,0.79,85.0
2025-08-06 23:55:42.499,0.79,85.0
2025-08-06 23:55:42.588,2.2,85.0
2025-08-06 23:55:42.678,0.79,85.0
2025-08-06 23:55:42.767,3.72,85.0
2025-08-06 23:55:42.856,2.01,85.0
2025-08-06 23:55:42.948,0.79,85.0
2025-08-06 23:55:43.038,0.79,85.0
2025-08-06 23:55:43.127,0.79,85.0
2025-08-06 23:55:43.216,3.72,85.0
2025-08-06 23:55:43.305,3.11,85.0
2025-08-06 23:55:43.394,0.79,85.0
2025-08-06 23:55:43.484,3.72,85.0
2025-08-06 23:55:43.573,0.79,85.0
2025-08-06 23:55:43.663,3.72,85.0
2025-08-06 23:55:43.752,2.99,85.0
2025-08-06 23:55:43.842,0.79,85.0
2025-08-06 23:55:43.932,3.72,85.0
2025-08-06 23:55:44.021,3.11,85.0
2025-08-06 23:55:44.112,0.79,85.0
2025-08-06 23:55:44.201,3.11,85.0
2025-08-06 23:55:44.290,0.49,85.0
2025-08-06 23:55:44.381,0.79,85.0
2025-08-06 23:55:44.470,3.11,85.0
2025-08-06 23:55:44.560,0.79,85.0
2025-08-06 23:55:44.649,3.72,85.0
2025-08-06 23:55:44.739,0.79,85.0
2025-08-06 23:55:44.826,0.79,85.0
2025-08-06 23:55:44.915,3.3,85.0
2025-08-06 23:55:45.003,0.79,85.0
2025-08-06 23:55:45.091,0.79,85.0
2025-08-06 23:55:45.181,0.79,85.0
2025-08-06 23:55:45.269,3.72,85.0
2025-08-06 23:55:45.357,2.01,85.0
2025-08-06 23:55:45.445,3.72,85.0
2025-08-06 23:55:45.533,3.72,85.0
2025-08-06 23:55:45.622,0.79,85.0
2025-08-06 23:55:45.710,3.72,85.0
2025-08-06 23:55:45.799,2.2,85.0
2025-08-06 23:55:45.887,0.79,85.0
2025-08-06 23:55:45.976,3.72,85.0
2025-08-06 23:55:46.064,2.2,85.0
2025-08-06 23:55:46.156,3.72,85.0
2025-08-06 23:55:46.246,2.2,85.0
2025-08-06 23:55:46.336,0.79,85.0
2025-08-06 23:55:46.425,3.72,85.0
2025-08-06 23:55:46.514,2.14,85.0
2025-08-06 23:55:46.604,0.79,85.0
2025-08-06 23:55:46.692,0.79,85.0
2025-08-06 23:55:46.780,0.79,85.0
2025-08-06 23:55:46.868,0.79,85.0
2025-08-06 23:55:46.957,2.2,85.0
2025-08-06 23:55:47.045,0.79,85.0
2025-08-06 23:55:47.133,3.72,85.0
2025-08-06 23:55:47.221,0.79,85.0
2025-08-06 23:55:47.309,3.72,85.0
2025-08-06 23:55:47.398,2.14,85.0
2025-08-06 23:55:47.486,0.79,85.0
2025-08-06 23:55:47.575,0.79,85.0
2025-08-06 23:55:47.626,0.0,0.0
2025-08-06 23:55:47.714,3.72,85.0
2025-08-06 23:55:47.802,0.79,85.0
2025-08-06 23:55:47.890,3.72,85.0
2025-08-06 23:55:47.978,2.99,85.0
2025-08-06 23:55:48.067,0.79,85.0
2025-08-06 23:55:48.156,0.79,85.0
